name,program_number,model_type,lat,lon,address,phone,contract_type,school_district,boro,zip,levelofcare
"MANHATTAN PENTACOSTAL CHURCH",1602041,PP,40.81477490,-73.95708540,"541 WEST 125TH STREET NEW YORK, NY 10027",(212) 280-3537,PP,05,MN,10027,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"MOTHER'S CARE DAY CARE#2",1602042,PP,40.64404970,-73.90833570,"1018 E.92 ND STREET BROOKLYN, NY 11236",,PP,18,BK,11236,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"THE LEARNING TREE",1602043,PP,40.71534650,-73.87195050,"66-20 80TH STREET MIDDLE VILLAGE, NY 11379",,PP,24,QN,11379,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"CDI HEAD STARTSERVING FT. G.B",1602044,PP,40.68871350,-73.97965120,"44-60 ROCKWELL PLACE BROOKLYN, NY 11217",(718) 330-0845,PP,13,BK,11217,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"KIDDIE'S SAFE HAVEN INC",1602046,PP,40.83468290,-73.86230340,"1891 MCGRAW AVE BRONX, NY 10462",,PP,12,BX,10462,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"ASPIRING LEADERS ENRICH CTR CO",1602047,PP,40.75544390,-73.79940640,"167-02 45TH AVE FLUSHING, NY 11358",(917) 567-4737,PP,25,QN,11358,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"LOVE PEACE&JOY CHILD CARE II",1602048,PP,40.70152900,-73.76558000,"111-10 FARMERS BLVD SAINT ALBANS, NY 11412",,PP,29,QN,11412,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"NEW YORK CREATIVE CC, INC.",1602049,PP,40.64327990,-74.00830530,"5015 6TH  AVE BROOKLYN, NY 11220",,PP,15,BK,11220,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"CTR OF EXCELLENCE SPRINGFIELD",1602050,PP,40.68104800,-73.76514140,"127-08 MERRICK BLVD ROCHDALE VILLAG, NY 11434",,PP,28,QN,11434,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"CTR OF EXCELLENCE QNS VLG, INC",1602051,PP,40.71816970,-73.73534140,"96-15 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11428",,PP,29,QN,11428,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"TREEMENDOUS TOTS DAY CARE CTR",1602052,PP,40.61906840,-73.92811270,"4821 AVE N  BROOKLYN, NY 11234",,PP,22,BK,11234,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"SUNSHINE DC OF EAST HARLEM",1602053,PP,40.79792820,-73.94888250,"1330 5TH AVE. NEW YORK, NY 10026",(917) 204-9067,PP,03,MN,10026,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"CENTER OF EXCELLENCE",1602054,PP,40.71818620,-73.73533980,"96-13 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11429",,PP,29,QN,11429,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"CENTER OF EXCELLENCE",1602055,PP,40.71820260,-73.73533820,"96-11 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11428",,PP,29,QN,11428,"[[1.0,0.0,1.05,2.0],[1.0,1.06,2.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0]]"
"KINDERSTUFF V    LLC",1602057,PP,40.60573370,-73.99048650,"7914 BAY PARKWAY BROOKLYN, NY 11214",(718) 663-0901,PP,20,BK,11214,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"KINDERSTUFF XIV   LLC",1602058,PP,40.58316450,-73.96092470,"712 BANNER AVE. BROOKLYN, NY 11235",(718) 663-0901,PP,21,BK,11235,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"BAIS YAAKOV FAIGEH SCHONBERGER",1602059,PP,40.64025470,-73.99129830," 1169 43RD ST.  BROOKLYN, NY 11219",(718) 435-5111,PP,15,BK,11219,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.08,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"EYES ON THE PRIZE",1602060,PP,40.65830530,-73.95354970,"276 FENIMORE ST.  BROOKLYN, NY 11225",(347) 303-1944,PP,17,BK,11225,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"FRIENDS AND FAMILY DAYCARE",1602062,PP,40.79164450,-73.94642560,"1677 LEXINGTON AVE. NEW YORK, NY 10029",(212) 534-7160,PP,04,MN,10029,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"KIDSMART LEARNING CHILD CARE ",1602065,PP,40.58536030,-74.09026620,"360 SEAVIEW AVENUE STATEN ISLAND, NY 10305",(718) 226-8308,PP,31,SI,10305,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.0,0.0],[1.0,2.06,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"RICHMOND HILL DAY CARE INC",1602069,PP,40.70007000,-73.83401690,"115-24 MYRTLE  AVENUE RICHMOND HILL, NY 11418",(718) 441-8191,PP,27,QN,11418,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"YOUNGERMUSIK CORP",1602071,PP,40.74679220,-73.99328060,"5735 KINGS HIGHWAY RM AA BROOKLYN, NY 11203",(347) 234-3813,PP,02,BK,11203,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"COURTYARD KIDS",1602072,PP,40.75991990,-73.19200490,"10  FEDERAL PLAZA  CENTRAL ISLIP, NY 11722",,PP,,NA,11722,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.0,2.0],[0.0,0.0,0.0,2.0]]"
"CHILDREN'S CORNER LEARNING CTR",1602073,PP,41.45956870,-74.05468150,"374  WINDSOR HWY  VAILS GATE, NY 12584",(914) 909-5800,PP,,OT,12584,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"SACRED HEART DAYCARE INC.",1602075,PP,40.66191500,-73.95049800,"1069 NOSTRAND AVE.  BROOKLYN, NY 11225",(718) 221-5500,PP,17,BK,11225,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"MOV. MOUNTAINS INC./CAMP TAL",1602076,PP,40.66718900,-73.92971900,"1727 PRESIDENT STREET BROOKLYN, NY 11213",,PP,17,BK,11213,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"LITTLE BERRIES INC",1602077,PP,40.60690490,-73.99983180,"8416 19TH  AVENUE BROOKLYN, NY 11214",(718) 331-3535,PP,20,BK,11214,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"JAWONIO INC",1602078,PP,41.16397200,-74.00191000,"155 PHILLIPS HILL RD NEW CITY, NY 10956",,PP,,RC,10956,"[[0.0,0.0,0.0,2.0],[1.0,1.06,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"MAROOS DAY CARE CENTER",1602079,PP,40.74144800,-73.88320600,"45-02 82ND STREET ELMHURST, NY 11373",(718) 396-7479,PP,24,QN,11373,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"FRIENDS OF REFUGEES OF EASTERN",1602080,PP,40.58123830,-73.96254850,"2901 BRIGHTON  6TH STREET BROOKLYN, NY 11235",(718) 368-4490,PP,21,BK,11235,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"ALLCARE PROVIDER SERVICES, INC",1602081,PP,40.87058060,-73.83179470,"100A ALDRICH  ST. BRONX, NY 10475",(646) 662-6725,PP,11,BX,10475,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"RAINBOW CHIMES INC",1602085,PP,40.84505940,-73.36639030,"320 BROADWAYGREENLAWN RD HUNTINGTON, NY 11743",,PP,,SF,11743,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"LOVE,PEACE, AND JOY CC I, INC",1602086,PP,40.71374550,-73.73643420,"220-03 HEMPSTEAD AVE 1FL QUEENS VILLAGE, NY 11429",,PP,29,QN,11429,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,6.0,0.0],[0.0,0.0,0.0,0.0]]"
"HAVERSTRAW DAY CARE, INC",1602088,PP,41.20013310,-73.98209820,"212 RTC 9W HAVERSTRAW, NY 10927",,PP,,RC,10927,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,3.0,5.11,0.0],[1.0,5.0,12.11,0.0]]"
"VACATION PLAYHOUSE",1602090,PP,40.74047180,-73.97985050,"234 E.27 TH STREET NEW YORK, NY 10016",,PP,02,MN,10016,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"LITTLE SCHOLARS EARLY DEV.CTR",1602093,PP,40.83185150,-73.89353400,"850 JENNINGS ST BRONX, NY 10459",,PP,12,BX,10459,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"KINDERSTUFF 1",1602094,PP,40.61150360,-73.94360570,"2989 NOSTRAND  AVE BROOKLYN, NY 11229",(718) 663-0901,PP,22,BK,11229,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"KINDERSTUFF XI",1602096,PP,40.62887800,-73.94767800,"2918 AVENUE I BROOKLYN, NY 11210",(718) 663-0901,PP,22,BK,11210,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"UNIQUELY MAKING DIFFERENCE DC",1602097,PP,40.84690160,-73.89634540,"4215 3RD AVENUE, 3FL. BRONX, NY 10457",(917) 670-7736,PP,09,BX,10457,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"MI NUEVA MUNDI IV PRESCHOOL",1602098,PP,40.75014930,-73.86556700,"100-03 39 AVE CORONA, NY 11368",,PP,24,QN,11368,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,6.0,0.0],[0.0,0.0,0.0,0.0]]"
"LIL' RAIN MAKERZ",1602099,PP,40.86650500,-73.82247970,"4180 HUTCHINSON RV PKWY E BRONX, NY 10475",(917) 494-5318,PP,11,BX,10475,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.0,0.0]]"
"DISCOVERY LANE",1602100,PP,40.76926290,-73.92307710,"27-17 27 STREET ASTORIA, NY 11102",(347) 242-2315,PP,30,QN,11102,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"BUILDING YOUNG PROFESSIONALS",1602101,PP,40.83277400,-73.91183110,"360 E 168TH STREET BRONX, NY 10456",(917) 885-6760,PP,09,BX,10456,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"BKN TABERNACLE DELIVERANCE CTR",1602102,PP,40.68957630,-73.95073930,"600 LAFAYETTE AVE. BROOKLYN, NY 11216",(718) 732-1531,PP,13,BK,11216,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"SEAT OF WISDOM AFTER SCHOOL",1602103,PP,40.68058830,-73.92997010,"139 CHAUNCEY  ST BROOKLYN, NY 11233",(914) 316-6858,PP,16,BK,11233,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
" EAST GATE COMM DEV CORP@PS268",1602104,PP,40.70763600,-73.78523100,"92-07 175 ST JAMAICA, NY 11432",(347) 301-9983,PP,29,QN,11432,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"CONGRGATION MACHA SHALVA",1602105,PP,40.61998730,-73.98181990,"5815 20TH AVE BROOKLYN, NY 11204",(347) 558-8422,PP,21,BK,11204,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.08,5.11,2.0],[1.0,5.08,12.11,2.0]]"
"LOVE A LOT II INC",1602106,PP,40.71874190,-73.98644230,"99 SUFFOLK STREET NEW YORK, NY 10002",,PP,01,MN,10002,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,6.0,2.0],[0.0,0.0,0.0,2.0]]"
"SUNFLOWER KIDZ DAY CARE",1602108,PP,40.75926390,-73.86805840,"100-17 32  AVENUE EAST ELMHURST, NY 11369",(347) 709-7793,PP,30,QN,11369,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"SHINING STARS PRE-SCHOOL",1602109,PP,40.84833440,-73.86112640,"1879 BRONXDALE AVE. BRONX, NY 10462",(718) 409-1316,PP,11,BX,10462,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"TREMONT MONTEREY DC",1602110,PP,40.83910600,-73.90091780,"1600 BATHGATE  AVE BRONX, NY 10457",(718) 466-6700,PP,09,BX,10457,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"THROOP SCHOLARS CORPORATION",1602111,PP,40.86694350,-73.85046680,"2750 THROOP AVE BRONX, NY 10469",(646) 234-9553,PP,11,BX,10469,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"FIRST CENTURY DAY CARE",1602112,PP,40.82190300,-73.91159500,"3110 THIRD AVENUE BRONX, NY 10451",(718) 585-4800,PP,07,BX,10451,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"BROOKLYN MONTESSORI",1602113,PP,40.67709430,-73.96948840,"237  PARK PLACE BROOKLYN, NY 11238",,PP,13,BK,11238,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,6.0,2.0],[0.0,0.0,0.0,2.0]]"
"CHILDREN'S CORNER LEARNING CTR",1602114,PP,41.06184110,-73.83863860,"580 WHITE PLAINS ROAD TARRYTOWN, NY 10591",(914) 631-1009,PP,,OT,10591,"[[1.0,0.02,1.06,0.0],[1.0,1.06,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"BAYBEE LOUNGE DAYCARE",1602115,PP,40.67644900,-73.89300200,"2745 ATLANTIC AVE BROOKLYN, NY 11207",(718) 513-0179,PP,19,BK,11207,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"UNITY NEIGHBORHOOD CTR, INC",1602116,PP,40.89536290,-73.84582460,"1935 BUSSING AVE BRONX, NY 10466",,PP,11,BX,10466,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"BEIS CHAYA MUSHKA",1602118,PP,40.66644320,-73.93725440,"1505 CARROLL ST BROOKLYN, NY 11213",(718) 756-0770,PP,17,BK,11213,"[[1.0,0.0,1.05,0.0],[1.0,1.06,2.11,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0]]"
"HABITOT ES  LLC",1602119,PP,40.83021090,-73.90599390,"3480 THIRD AVE.   2ND FL. BRONX, NY 10456",(718) 665-1234,PP,09,BX,10456,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"SHEL.ARMS DC SERVICES/MARCY CC",1602120,PP,40.69830220,-73.95027600,"494  MARCY AVE.   1ST FL. BROOKLYN, NY 11206",(718) 855-7252,PP,14,BK,11206,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"COOPER PARK CHILD CARE CENTER",1602121,PP,40.71812780,-73.94425740,"292  FROST ST. CELLAR FL. BROOKLYN, NY 11222",(718) 389-5659,PP,14,BK,11222,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"COMMUNITY YOUTH CARE INC",1602122,PP,40.68486950,-73.72967790,"120-45 235TH STREET CAMBRIA HEIGHTS, NY 11411",(718) 525-4057,PP,29,QN,11411,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,5.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"UNITY NEIGHBORHOOD CTR PS21",1602124,PP,40.88793990,-73.85940640,"715 EAST 225 STREET BRONX, NY 10466",,PP,11,BX,10466,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"BRIGHTSIDE ACADEMY LOUIS NINE",1602125,GC,40.83186140,-73.89213310,"1334 1336 LOUIS NINE BLVD BRONX, NY 10459",(718) 991-2119,PP,12,BX,10459,"[[0.0,0.02,1.06,2.0],[1.0,1.06,2.11,2.0],[1.0,2.0,5.09,2.0],[1.0,6.0,12.11,2.0]]"
"FRIENDSHIP FOR TOTS, INC.",1602126,PP,40.91865670,-73.82816380,"261 EAST LINCOLN AVENUE MOUNT VERNON, NY 10552",(914) 668-1210,PP,,WC,10552,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,3.0,5.0,0.0],[1.0,5.0,12.11,0.0]]"
"NEIGHBORHOODINITITI DEV. CORP",1602127,PP,40.86391000,-73.86871100,"2523 OLINVILLE  AVENUE BRONX, NY 10467",(718) 231-9800,PP,11,BX,10467,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"GAN KTANTANIM",1602128,PP,40.62389060,-73.94758270,"2818 AVENUE K  BSMT BROOKLYN, NY 11210",(347) 488-1884,PP,22,BK,11210,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"PRESCHOOL R US",1602129,PP,40.76291970,-73.81347070,"150-15 41  AVENUE   1 FLUSHING, NY 11354",(718) 888-1958,PP,25,QN,11354,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"EBENEZER MISSION CHURCH",1602130,PP,40.73481100,-73.75046390,"220-16 UNION TURNPIKE QUEENS VILLAGE, NY 11427",,PP,26,QN,11427,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"GOLD MATERIAL MONTESSORI SCH ",1602131,PP,40.72279720,-73.98260330,"41   AVE. B NEW YORK, NY 10009",(212) 677-6711,PP,01,MN,10009,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"SEMILLITAS CHILDREN EDU CTR",1602132,PP,40.75576030,-73.88601500,"81-07 NORTHERN BLVD JACKSON HEIGHTS, NY 11372",(718) 507-2723,PP,30,QN,11372,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"PRODIGY POINT EARLY CHILDHOOD ",1602133,PP,33.92617840,-84.01916240,"3515 SUGAR LOAF PARKWAY LAWRENCE, GA 30044",,PP,,OT,30044,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"BLOCK ACADEMY",1602134,PP,40.59050070,-73.98727120,"133 27TH AVE BROOKLYN, NY 11214",(718) 906-5432,PP,21,BK,11214,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,6.0,2.0],[0.0,0.0,0.0,2.0]]"
"OUR LADY OF ANGELS SCHOOL",1602135,PP,40.87357770,-73.89973800,"2865 CLAFLIN AVENUE BRONX, NY 10468",,PP,10,BX,10468,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,3.0,6.0,0.0],[0.0,0.0,0.0,0.0]]"
"RED CARPET KIDS CCC",1602138,PP,40.78720840,-74.18703410,"131  FRANKLIN STREET BLOOMFIELD, NJ 07003",,PP,,EX,07003,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,5.0,12.11,0.0]]"
"CUNY INTHE HIGHTS-HOSTOSPS311 ",1602139,PP,40.86652180,-73.92381830,"4862 BROADWAY  NEW YORK, NY 10034",(212) 567-7132,PP,06,MN,10034,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"BAM BAM'S PLAY HOUSE",1602140,PP,40.58324850,-73.96077690,"714  BANNER AVE BROOKLYN, NY 11235",,PP,21,BK,11235,"[[1.0,0.02,1.11,0.0],[0.0,2.0,2.11,0.0],[0.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"MINI  MIRACLES, INC.",1602141,PP,40.62857400,-73.94366400,"1708 FLATBUSH AVE. BROOKLYN, NY 11210",(718) 676-5377,PP,22,BK,11210,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"BRIGHTSIDE ACADEMY INC",1602142,PP,40.66542600,-73.88491300," 679 NEW LOTS AVE BROOKLYN, NY 11207",,PP,19,BK,11207,"[[0.0,0.02,1.06,2.0],[0.0,1.06,2.11,2.0],[0.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"SUNSHINE DAYCARE",1602144,PP,40.81314850,-73.91952110,"416 WILLIS AVE.  BRONX, NY 10454",(917) 204-9067,PP,07,BX,10454,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"FIRST STEPS AT CLINTON",1602145,PP,40.72075830,-73.98442870,"19 CLINTON STREET NEW YORK, NY 10002",(917) 416-2456,PP,01,MN,10002,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"VICTORIA CHILDRENS GFDC",1602146,PP,40.71878880,-73.99508850,"230 GRAND STREET NEW YORK, NY 10013",(212) 625-9228,PP,02,MN,10013,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"LITTLE FRIENDS HOUSE DAY CARE",1602147,PP,40.79748730,-73.81815670,"112-45 150TH ST WHITESTONE, NY 11357",,PP,25,QN,11357,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.0,2.0],[0.0,0.0,0.0,2.0]]"
"JIL'S CC &SUMMER CAMP CORP.",1602148,PP,40.85370090,-73.90538360,"2065 MORRIS AVE.  FLR CF1 BRONX, NY 10453",(646) 232-3686,PP,10,BX,10453,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"SUNNY SKIES PRESCHOOL#4",1602149,PP,40.59361200,-73.96046300,"2585 CONEY ISLAND AVENUE BROOKLYN, NY 11226",(718) 891-8080,PP,21,BK,11226,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"LITTLE HANDS AND FEET DC LLC",1602151,PP,40.62042060,-74.00817750,"1270 BAY RIDGE PARKWAY BROOKLYN, NY 11228",(718) 680-5437,PP,20,BK,11228,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"TENDER TOTS DECATUR LLC",1602152,PP,40.87704170,-73.87277780,"3322 DECATUR  AVENUE BRONX, NY 10467",(718) 324-1052,PP,10,BX,10467,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"SPORTS IN SCHOOLS FOUNDATION",1602154,PP,40.78034700,-73.91665500,"21-21 DITMARS BLVD LONG ISLAND CITY, NY 11105",(347) 417-8113,PP,30,QN,11105,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
